ResponsibleDepartment,Reason,Notes
Data Entry,Wrong Batch,ATP ONLY GOES 545AM ON THE WEEKENDS
Data Entry,Wrong Batch,PASEO ONLY GOES 545AM
Data Entry,Wrong Batch,ZONES DON'T GO ON THE 645 WITHOUT A YT
Data Entry Misc,Wrong Batch,ZONES DONT GO 645 WITHOUT A YT
Data Entry,Wrong Batch,ZONES DONT GO 645 WITHOUT A YT
Data Entry,Wrong Batch,PASEO ONLY GOES 545AM
Data Entry,Wrong Batch,ZONES DON'T GO 645 WITHOUT A YT
Data Entry,Wrong Batch,PASEO ONLY GOES 545AM
Data Entry,Wrong Batch,ZONES DON'T GO 645 WITHOUT A YT
Data Entry,Wrong Batch,ZONES DON'T GO 645 WITHOUT A YT
Data Entry,Wrong Batch,ZONES DON'T GO 645 WITHOUT A YT
Data Entry,Wrong Batch,ZONES DON'T GO 645 WITHOUT A YT
Data Entry,Wrong Batch,ZONES DON'T GO 645 WITHOUT A YT
Data Entry,Wrong Batch,ZONES DON'T GO 645 WITHOUT A YT
Fulfillment DLY,Label Issue,TX VOIDED OR L/D OR DUPE FILL
Fulfillment DLY,Label Issue,TX VOIDED OR L/D OR DUPE FILL
Fulfillment DLY,Label Issue,TX VOIDED OR L/D OR DUPE FILL
Fulfillment DLY,Label Issue,TX VOIDED OR L/D OR DUPE FILL
Fulfillment DLY,Label Issue,TX VOIDED OR L/D OR DUPE FILL
Fulfillment DLY,Label Issue,TX VOIDED OR L/D OR DUPE FILL
Fulfillment DLY,Label Issue,TX VOIDED OR L/D OR DUPE FILL
Fulfillment DLY,Label Issue,TX VOIDED OR L/D OR DUPE FILL
Fulfillment DLY,Label Issue,TX VOIDED OR L/D OR DUPE FILL
Fulfillment DLY,Label Issue,TX VOIDED OR L/D OR DUPE FILL
Fulfillment DLY,Label Issue,TX VOIDED OR L/D OR DUPE FILL
Fulfillment DLY,Label Issue,TX VOIDED OR L/D OR DUPE FILL
Fulfillment DLY,Label Issue,TX VOIDED OR L/D OR DUPE FILL
Fulfillment DLY,Label Issue,TX VOIDED OR L/D OR DUPE FILL
Fulfillment DLY,Label Issue,TX VOIDED OR L/D OR DUPE FILL
Fulfillment DLY,Label Issue,TX VOIDED OR L/D OR DUPE FILL
Fulfillment DLY,Label Issue,TX VOIDED OR L/D OR DUPE FILL
Fulfillment DLY,Label Issue,TX VOIDED OR L/D OR DUPE FILL
Fulfillment DLY,Label Issue,TX VOIDED OR L/D OR DUPE FILL
Fulfillment DLY,Label Issue,TX VOIDED OR L/D OR DUPE FILL
Fulfillment DLY,Label Issue,TX VOIDED OR L/D OR DUPE FILL
Fulfillment DLY,Label Issue,TX VOIDED OR L/D OR DUPE FILL
Fulfillment DLY,Label Issue,TX VOIDED OR L/D OR DUPE FILL
Fulfillment DLY,Label Issue,TX VOIDED OR L/D OR DUPE FILL
Fulfillment DLY,Label Issue,TX VOIDED OR L/D OR DUPE FILL
Fulfillment DLY,Label Issue,TX VOIDED OR L/D OR DUPE FILL
Fulfillment DLY,Label Issue,TX VOIDED OR L/D OR DUPE FILL
Fulfillment DLY,Label Issue,TX VOIDED OR L/D OR DUPE FILL
Fulfillment DLY,Label Issue,TX VOIDED OR L/D OR DUPE FILL
Fulfillment DLY,Label Issue,TX VOIDED OR L/D OR DUPE FILL
Fulfillment DLY,Label Issue,TX VOIDED OR L/D OR DUPE FILL
Fulfillment DLY,Label Issue,TX VOIDED OR L/D OR DUPE FILL
Fulfillment DLY,Label Issue,TX VOIDED OR L/D OR DUPE FILL
Fulfillment DLY,Label Issue,TX VOIDED OR L/D OR DUPE FILL
Fulfillment DLY,Label Issue,TX VOIDED OR L/D OR DUPE FILL
Fulfillment DLY,Label Issue,TX VOIDED OR L/D OR DUPE FILL
Fulfillment DLY,Label Issue,TX VOIDED OR L/D OR DUPE FILL
Fulfillment DLY,Label Issue,TX VOIDED OR L/D OR DUPE FILL
Fulfillment DLY,Label Issue,TX VOIDED OR L/D OR DUPE FILL
Fulfillment DLY,Label Issue,TX VOIDED OR L/D OR DUPE FILL
Fulfillment DLY,Label Issue,TX VOIDED OR L/D OR DUPE FILL
Fulfillment DLY,Label Issue,TX VOIDED OR L/D OR DUPE FILL
Fulfillment DLY,Label Issue,TX VOIDED OR L/D OR DUPE FILL
Fulfillment DLY,Label Issue,TX VOIDED OR L/D OR DUPE FILL
Fulfillment DLY,Label Issue,TX VOIDED OR L/D OR DUPE FILL
Fulfillment SYNMED,Label Issue,NO DRUG DESCRIPTION
Billing,Billing Error,"DID NOT NOTATE MMF SENT IN QS1 "
Data Entry,Invalid payor / code (TEST),"The ""Missing Med"" price plan was left in the primary insurance field causing the 9/24 to bill for free as well.  This would keep happening each time cycle fill is billed as long as that ""Missing Med"" price plan is in the primary insurance field."
Billing,New Admit Process,"The insurance profile and billing matrix screens were not set up correctly.  Pt.'s meds billed to the facility's price plan, but the patient's account."
Data Entry,Invalid payor / code (TEST),"The ""Missing Med"" price plan was left in the primary insurance field causing the 9/24 to bill for free as well.  This would keep happening each time cycle fill is billed as long as that ""Missing Med"" price plan is in the primary insurance field."
Data Entry,Other,"DID NOT  USE RX ALERT NOTE FOR REQUEST "
Fulfillment,Label Issue,PURPLE LABEL ON NON-CF
Fulfillment,Label Issue,"PURPLE LABEL ON NON-CF "
Data Entry,Quantity,LIOTHYRONINE ENTERED WITH 30 TABS
Data Entry,HOA/FREQUENCY/FILL LIST,"ALL TOPICAL FOR AZPH GO ON TREATMENT SHEET (FREQ=T) "
Data Entry,Quantity,"28 REFILLS, SHOULD BE 0"
Data Entry,Packaging,FILL LIST INDICATOR SHOULD BE 4 FOR WPC
Data Entry,Doctor/MDO (Order),"CHOSE CASTO, NOT CASTRO"
Data Entry,SIG/MULTI-SIG/DIRECTIONS,"DIRECTION SAYS ""CONGESTION"" NOT CANNULA FOR O2 "
Cycle Fill,Extra/Missing Pill(s),+4
Data Entry,ICD,"
"
Data Entry,Quantity,"THIS WAS LIKELY CAUSED FROM QS1 SINCE WAS ""SHORT"" IN RF, BUT IT'S A C2 NARCOTIC SO HAVE TO GO W/ AS WRITTEN AND SHOULD'VE BEEN CHECKED BEFORE SENDING TO RPH REV"
Billing,Allergy,ALL 13 ALLERGIES MISSED ON ADMIT
Data Entry,DC'd,D/C'D INCORRECT SCRIPT
Data Entry,Invalid payor / code (TEST),"The ""Missing Med"" price plan was left in the primary insurance field.  If this plan remains there, then this med would go out for free every time that cycle fill is ran."
Billing,Matrix Error,UHC was active on two line items in the billing matrix screen.  UHC should only be active once on a line all on its own.
Data Entry,Invalid payor / code (TEST),"The ""Missing Med"" price plan was left in the primary insurance field.  If this plan remains there, then this med would go out for free every time that cycle fill is ran."
Data Entry,Invalid payor / code (TEST),"The ""Missing Med"" price plan was left in the primary insurance field.  If this plan remains there, then this med would go out for free every time that cycle fill is ran."
Data Entry,Invalid payor / code (TEST),"The ""Missing Med"" price plan was left in the primary insurance field.  If this plan remains there, then this med would go out for free every time that cycle fill is ran."
Cycle Fill,Procedure (FF),DAILY -CONTROL PAPERWORK
Data Entry,Triage,WRONG PATIENT RX DC'D
Data Entry,Billing Error,LF 09/28
Data Entry,Date Written,DISREGARD JST OCCURRENCE ON 1596677
Data Entry,Billing Error,LF 09/29 DUPLICATE
Data Entry,HOA,"DOSE CHG TO ORDER ON CF, WAS PROFILED OFF CF"
Data Entry,Missed Order,"DOC COMPLETED INSTEAD OF GOING TO PV1
"
Cycle Fill,Drug/Strength (FF),ER FILLED IR
Data Entry,HOA,MISSING HOA
Data Entry,Quantity,NO RF ADDED
Fulfillment,Drug/Strength (FF),TAB FILLED CAP
Cycle Fill,Extra/Missing Pill(s),-1
Cycle Fill,Extra/Missing Pill(s),+1
Cycle Fill,Label Issue,LABEL OFF CARD
Cycle Fill,Extra/Missing Pill(s),-1
Cycle Fill,Extra/Missing Pill(s),-1
Cycle Fill,Extra/Missing Pill(s),-1
Cycle Fill,Drug/Strength (FF),ER FILLED IR
Cycle Fill,Label Issue,HOA LABELS MISSING
Billing,Matrix Error,"The billing matrix for Ms. Daly was not set up correctly.  Pt. has Mercy Care benefits all wrapped up into one (Med D & AHCCCS). Her matrix should just be one line item ""MERCY CARE MED D"" and that is it."
Data Entry,Document Error,"NOT PA DOC "
Fulfillment,Extra/Missing Pill(s),-1
Billing,Procedure,The insurance profile and billing matrix screens were both left blank during new admission.  This caused 17 claims to bill to the U&C price plan.
Data Entry,Billing Error,WEST receives P5 pricing on OTC's.  OTC was billed as Extended Care.
Cycle Fill,Drug/Strength (FF),TABS VS CAPS
Billing,Matrix Error,"The billing matrix and insurance profile for UHC was not set up correctly.  The ""other coverage"" field in the UHC profile, is supposed to be blank.  In the billing matrix screen, UHC is supposed to be all on a line on its own in order to work properly."
Data Entry,SIG/MULTI-SIG/DIRECTIONS,LEVO- MORNING
Data Entry,SIG/MULTI-SIG/DIRECTIONS,2 TYPOS
Data Entry,SIG/MULTI-SIG/DIRECTIONS,SIG FREQUENCY
Data Entry,Invalid payor / code (TEST),"The ""Missing Med"" price plan was left in the primary insurance field causing the cycle fill to bill for free.  If not changed back to patient's insurance plan, then this would continue to happen every time cycle fill is ran."
Data Entry CF Auth,Procedure,RX NOTES WERE OLD
Billing,Patient,"FIRST NAME SPELLED FRANCES, ENTERED AS FRANCIS.  FACILITY COMPLAINED"
Billing,Billing Error,BILLED NC ITEM TO AHCCCS PATIENT NO BA OR CC ON FILE LIS 3 THIS SHOULD NOT HAVE BEEN SENT
Data Entry Misc,Billing Error,BTHC receives P5 pricing on OTC's.  OTC was billed as Extended Care.
Data Entry,Doctor/MDO (Order),DIDNT DC
Cycle Fill,Drug/Strength (FF),RX MIRTAZAPINE FILLED ASA EC
Billing,Billing Error,DAILY MED REJECTED NOT FIXED WENT OUT - RTS UNPAID
Data Entry,HOA/FREQUENCY/FILL LIST,"
"
Data Entry,Invalid payor / code (TEST),"The ""Comp Pharm Error"" price plan was left in the primary insurance field.  If not changed to patient's insurance, this would bill for free every time that cycle fill is ran."
Data Entry,Billing Error,"Brookdale homes receive ""BROOKDALE CASH"" pricing for OTC's.  OTC was billed as Extended Care pricing."
Data Entry,Billing Error,"Brookdale homes receive ""BROOKDALE CASH"" pricing for OTC's.  OTC was billed as Extended Care pricing."
Data Entry,Billing Error,"Brookdale homes receive ""BROOKDALE CASH"" pricing for OTC's.  OTC was billed as ""Extended Care"" pricing."
Billing,Document Error,"PA FORM WAS INCOMPLETE , INS PLAN, # AND ID WAS MISSING "
Fulfillment CF,Label Issue,RX #
Cycle Fill,Procedure (FF),FL NOT IN RPH
Cycle Fill,Procedure (FF),FL NOT IN RPH
Cycle Fill,Procedure (FF),FL NOT IN RPH
Cycle Fill,Procedure (FF),FL NOT IN RPH
Data Entry,Triage,BATCH
Pharmacist,Other,LABEL NOT SCANNED.
Billing,Document Error,PA WAS DONE VIA CMM AND THEY USE PAPER FORM ONLY
Data Entry,HOA,DOSE DECR DID NOT KEEP PREV HOA
Data Entry,Quantity,"
"
Data Entry,Billing Error,LF 09/29
Data Entry,Quantity,ORDERS LISTED AS INVALID WERE VALID
Fulfillment,Packaging,1 TAB PER BUBBLE INSTEAD OF 3
Cycle Fill,Label Issue,NO TIME STICKER ON CF
Data Entry,SIG/MULTI-SIG/DIRECTIONS,ENTERED BID INSTEAD OF TID
Data Entry,Missed Order,DC'D AND NOT REASSIGNED
Data Entry,Other,"PROCCESSED GENERIC MEDICATION WITH DAW1 "
Data Entry,Strength,"
"
Data Entry,Document Error,"NOT PA DOC, THIS IS CLAIMS WORKERS COMP AUTHORIZATION "
Fulfillment,Extra/Missing Pill(s),"UP TO CYCLE, 43 FILLED 42"
Fulfillment,Extra/Missing Pill(s),MISCALCULATED UP TO CYCLE
Data Entry,Drug,"NO INDICATION OF ASPIRIN EC/DR, BUT TYPED AS SUCH"
Fulfillment,Strength,D/E ENTERED CAL+D AS JUST CAL
Data Entry,Quantity,WRONG REFILLS
Data Entry,Triage - Missed D/C,"
"
Data Entry,Quantity,RFCF QTY
Data Entry,SIG/MULTI-SIG/DIRECTIONS,DC REASSIGNED BUT DIRECTIONS CHANGED FROM EVENING TO MORNING
Data Entry,Quantity,REFILLS
Data Entry,Wrong Batch,ZONES DON'T GO 645 WITHOUT A YT
Data Entry,Wrong Batch,TUNGLAND DOES NOT GO WEEKENDS WITHOUT A YT
Fulfillment DLY,Label Issue,WRONG COLOR BIN FOR BATCH ON LABEL
Data Entry,Wrong Batch,ATP DOES NOT GO ON THE 645
Data Entry,Wrong Batch,ZONES WON'T GO 645 WITHOUT A YT
Data Entry,Wrong Batch,ZONES WON'T GO 645 WITHOUT A YT
Data Entry,SIG/MULTI-SIG/DIRECTIONS,MISSED HOLD PARAMETERS ON SABINO ORDER
Data Entry,Drug,ENTERED DOXEPIN INSTEAD OF DOXYCYCLINE
Fulfillment DLY,Label Issue,MISSED SPLIT SIG
Fulfillment,Label Issue,NO TIME STICKERS ON ASV
Data Entry,Missed Order,MISSED DC ORDER
Data Entry,Missed Order,DIDNT PROCESS PAGE 2
Fulfillment,Packaging,NO CONTROL STAMP
Fulfillment DLY,Drug/Strength (FF),MTV VS MTV WITH VIT
Fulfillment SYNMED,Label Issue,no drug description
Fulfillment SYNMED,Label Issue,no drug description
Fulfillment SYNMED,Label Issue,no drug description
Fulfillment SYNMED,Label Issue,no drug description
Fulfillment SYNMED,Label Issue,no drug description
Fulfillment CF,Extra/Missing Pill(s),jumper
Fulfillment SYNMED,Quantity,"back screen correct, but only filled #24"
Cycle Fill,Procedure (FF),FILL LIST
Billing,Document Error,"PA DOC NOT COMPLETE , INS NAME # AND ID MISSING ON FORM "
Cycle Fill,Label Issue,FILL LIST
Data Entry,HOA/FREQUENCY/FILL LIST,"
"
Data Entry,EMAR,START DATE
Data Entry,SIG/MULTI-SIG/DIRECTIONS,SHOULD BE 1/2 TAB FOR LORAZEPAM
Data Entry,Drug,"ENTERED FOR OINTMENT, WRITTEN FOR CREAM, NO NOTES ABOUT LAW CHANGE
"
Fulfillment,Quantity,60 INSTEAD OF 30
Fulfillment,Extra/Missing Pill(s),"3 CAPS TID, 3RD CARD, BUB 5 ONLY HAD 2 CAPS"
Data Entry,Date Written,"SIGNED 7/16, ENTERED 10/5"
Cycle Fill,Drug/Strength (FF),CAP FILLED TAB
Fulfillment,Quantity,60ML FILLED 120ML (60 VIALS)
Cycle Fill,Procedure (FF),FL NOT IN RPH
Cycle Fill,Procedure (FF),FL NOT IN RPH
Cycle Fill,Procedure (FF),FL NOT IN RPH
Cycle Fill,Procedure (FF),FL NOT IN RPH
Data Entry,Back Screen/Days Supply,INSULIN
Data Entry,Procedure,HEPARIN
Data Entry,Date Written,"
"
Fulfillment DLY,Extra/Missing Pill(s),DOSIS
Cycle Fill,Procedure (FF),FILL LIST
Data Entry,Billing Error,"LF 10/06 "
Data Entry Misc,Document Error,MOVED TO PROB BOOK
Fulfillment,Quantity,QTY 28 LABELLED 21 CT BLISTER CARD
Data Entry,Document Not Associated,C STAMP MISSING
Data Entry,SIG/MULTI-SIG/DIRECTIONS,"SIG HOLD FOR DBP<60, ENTERED HR<60"
Data Entry,Doctor/MDO (Order),ENTERED AS PREV MD
Data Entry,Billing Error,"TECH FROZE ACCOUNT, NOT SEEING A REASON AS TO WHY AND D/E SHOULD NOT FREEZE ACCOUNTS"
Cycle Fill,Procedure (FF),FL NOT IN RPH
Data Entry,SIG/MULTI-SIG/DIRECTIONS,WRONG MLS OF KCL
Data Entry,Strength,WRONG MLS OF KCL
Data Entry,Doctor/MDO (Order),"PARAG PATEL SIGNED, ALL ORDERS ENTERED UNDER SANTSARAN PATEL"
Cycle Fill,Drug/Strength (FF),"IRBESARTAN, LABELLED IBANDRONATE BOX"
Cycle Fill,Extra/Missing Pill(s),+1
Cycle Fill,Extra/Missing Pill(s),-1
Cycle Fill,Extra/Missing Pill(s),+1
Cycle Fill,Extra/Missing Pill(s),-1
Cycle Fill,Procedure (FF),"TACROLIMUS BOTTLE RETURNED BETWEEN SOLIFENACIN, MARKED ONLY ON BACK, FOIL STILL IN BOTTLE"
Data Entry,SIG/MULTI-SIG/DIRECTIONS,TYPO
Cycle Fill,Procedure (FF),FILL LIST
Data Entry,Charge Account,"The facility's price plan was billed, but the charge account was left as the patient's.  If we are billing the facility, we need to make sure that the charge account to changed to the facility's.  If we don't, the patient' will receive the billing statement instead of the facility. "
Data Entry,Invalid payor / code (TEST),"The ""Comp Pharm Error"" price plan was left in the primary insurance field.  Since this was left here, cycle fill billed for free.  It would have continued to do so if not changed to patient's insurance plan."
Billing,Matrix Error,The billing matrix was not set up correctly for UHC.  UHC was active on two lines.  It should only be active on one line all on its own in order to work correctly.
Data Entry,Refill Request,NO RF REQ DOC CREATED
Fulfillment,Procedure (FF),MISSING TIME PASS STICKER
Fulfillment,Drug,RX 1000MG FILLED 500MG
Cycle Fill,Extra/Missing Pill(s),+1
Cycle Fill,Quantity,SIG 2 FILLED 1
Cycle Fill,Quantity,SIG 2 FILLED 1
Data Entry,Rx Origin,"
"
Billing,Matrix Error,"The insurance profile and billing matrix for UHC was not set up correctly.  In the insurance profile, the ""Other ID"" field is supposed to list Pacific Care's ID. In the ""Other Payer ID Qualifier"" field, ""99 - Other"" to to be selected.  The ""Other Coverage"" field, is to be left blank.  In the billing matrix screen, UHC PLAN AHCCCS is to be listed active on a line all on its own underneath the MED D /DUEL payor in order for the matrix to work correctly."
Cycle Fill,Extra/Missing Pill(s),+1
Cycle Fill,Extra/Missing Pill(s),-1
Billing,New Admit Process,"The insurance profile and billing matrix screens were both left blank, causing all 11 of pt.'s meds to be billed to the U&C price plan."
Billing,New Admit Process,"The insurance profile and billing matrix screens were both left blank, cause pt.'s meds to bill to the U&C price plan.  Pt.'s admit paper work indicated that he is on AHCCCS and even has his AHCCCS ID # on the form."
Pharmacist,Billing Error,BGAL receives P5 pricing on OTC's.  OTC was billed as Extended Care pricing.
Billing,Billing Error,SWHC receives P5 pricing on OTC's.  OTC was billed as Extended Care pricing.
Billing,New Admit Process,"The ""Other ID"" and ""Other Payer ID Qualifier"" fields were both left blank inside Mercy Care's insurance profile.  Claims will reject if this plan is billed as secondary and those fields are left blank."
Cycle Fill,Drug/Strength (FF),RX 250MG FILLED 500MG
Data Entry,Patient,"
"
Data Entry,EMAR,"
"
Data Entry,Date Written,"
"
Data Entry,HOA,PRN ENTERED HS
Cycle Fill,Procedure (FF),FL NOT IN RPH
Cycle Fill,Procedure (FF),FL NOT IN RPH
Cycle Fill,Procedure (FF),FL NOT IN RPH
Cycle Fill,Extra/Missing Pill(s),-1
Data Entry,Billing Error,BT receives P5 pricing on OTC's.  OTC was billed as Extended Care.
Billing,Billing Error,BTMC receives P5 pricing on OTC's.  OTC was billed as Extended Care.
Data Entry,Doctor/MDO (Order),WRONG PRECRIBER
Fulfillment,Extra/Missing Pill(s),MISSING  BUB 30
Fulfillment,Quantity,#28 INSTEAD OF #30
Data Entry,Other,STOP DATE
Cycle Fill,Extra/Missing Pill(s),-1
Cycle Fill,Label Issue,WRONG TIME STICKER
Cycle Fill,Extra/Missing Pill(s),DOUBLE BUBBLE
Cycle Fill,Extra/Missing Pill(s),DOUBLE BUBBLE
Fulfillment,Strength,CF ASA EC FILLED ASA CHEW
Fulfillment,Extra/Missing Pill(s),CF +1
Cycle Fill,Label Issue,LABELS INCOMPLETELY TAPED TO VIALS
Data Entry Misc,Wrong Batch,"ATP DOES NOT GO 145 "
Fulfillment CHG,Label Issue,NO C STAMP ON A CONTROL LABEL
Fulfillment CHG,Label Issue,NO C STAMP ON A CONTROL LABEL
Fulfillment CHG,Quantity,PACKAGE SIZE
Fulfillment CHG,Label Issue,NO C STAMP ON A CONTROL LABEL
Fulfillment CHG,Label Issue,NO C STAMP ON A CONTROL LABEL
Fulfillment CHG,Label Issue,NO C STAMP ON A CONTROL LABEL
Data Entry,Wrong Batch,ZONES DONT GO 645 UNLESS THEY ARE A YT BATCH
Data Entry Misc,Wrong Batch,ZONES DON'T GO 645 WITHOUT A YT BATCH
Data Entry,Wrong Batch,WE DON'T GO ON OUT OF TOWN DELIVERIES ON THE 645
Data Entry Misc,Wrong Batch,ZONES DON'T GO 645 WITHOUT A YT
Data Entry Misc,Wrong Batch,ZONES DON'T GO 645 WITHOUT A YT BATCH
Data Entry Misc,Wrong Batch,ZONES DON'T GO 645 WITHOUT A YT BATCH
Data Entry Misc,Wrong Batch,ASCEND DOES NOT GO 645 WITHOUT A YT BATCH
Data Entry Misc,Wrong Batch,ZONES DON'T GO 645 WITHOUT A YT BATCH
Fulfillment CHG,Label Issue,NO C STAMP ON A CONTROL LABEL
Fulfillment DLY,Procedure (FF),NO BACKSTAMP ON A PARTIAL C2 RX
Data Entry,Wrong Batch,ZONES DON'T GO 645 WITHOUT A YT
Data Entry,Wrong Batch,ZONES DON'T GO 645 WITHOUT A YT
Data Entry,Wrong Batch,ZONES DON'T GO 645 WITHOUT A YT
Data Entry,Wrong Batch,ZONES DON'T GO 645 WITHOUT A YT
Data Entry Misc,Wrong Batch,ZONES DON'T GO 645 WITHOUT A YT
Fulfillment DLY,Label Issue,"TX VOIDED / DUPE FILL "
Fulfillment DLY,Label Issue,"TX VOIDED / DUPE FILL "
